	anno	departamento	zona	regimen_de_administradora	sexo	etapas_ciclo_vital	tipo_de_usuario	nivel_sisben	conteo_de_administradoras	conteo_de_prestadores	costo_procedimiento	neto_a_pagar_-_consulta	numero_de_atenciones	numero_personas_atendidas	valor_consulta	valor_cuota_moderadora_-_consulta
8377	2012	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	2	4	632505	57890.0	6	4	57890.0	0.0
8378	2012	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	128600.0	4	1	128600.0	0.0
8379	2012	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	2	4	0	241200.0	9	5	241200.0	0.0
8380	2012	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	4 - PARTICULAR	NIVEL 2	1	1	0	0.0	1	1	0.0	0.0
8381	2012	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	70	0	18721850.0	856	243	18630650.0	0.0
8382	2012	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	2	5	0	919340.0	19	11	919340.0	0.0
8383	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	6	16	0	489839.0	27	21	489839.0	0.0
8384	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	4	17	0	600602.0	66	18	600602.0	0.0
8385	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	1	1	0	48036.0	2	1	48036.0	0.0
8386	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO APLICA	3	3	0	88285.0	3	3	88285.0	0.0
8387	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 1	1	2	0	49528.0	2	2	49528.0	0.0
8388	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	3 - VINCULADO	NO APLICA	1	1	0	24497.0	1	1	24497.0	0.0
8389	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	3	6	0	173287.0	7	5	173287.0	0.0
8390	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NIVEL 1	1	2	10082500	0.0	4	3	0.0	0.0
8391	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NIVEL 2	1	1	102040	0.0	2	2	0.0	0.0
8392	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NO APLICA	1	1	68760	0.0	5	1	0.0	0.0
8393	2012	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	8 - DESPLAZADO NO ASEGURADO O VINCULADO	NO REPORTADO	1	2	0	75348.0	3	2	75348.0	0.0
8394	2012	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	4	8	66094	331778.0	21	8	336178.0	4400.0
8408	2012	11 - Bogotá, D.C.	Rural	NA : NO APLICA	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 1	1	1	0	58040.0	2	1	59900.0	1860.0
8409	2012	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	12510.0	1	1	12510.0	0.0
8410	2012	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	1	3	187854	15274.0	3	1	15274.0	0.0
8411	2012	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	5	14	447206	506362.0	73	8	499852.0	109000.0
8412	2012	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	9	56	5593051	2926419.0	426	77	2757344.0	384600.0
8413	2012	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	7	31	819207	1121494.0	140	33	1024704.0	120300.0
8414	2012	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	2	4	0	107155.0	7	3	107155.0	2200.0
8416	2012	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	1	0	47139.0	2	1	47139.0	0.0
8417	2012	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	2	4	0	250484.0	9	5	258384.0	7900.0
8418	2012	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	1	2	0	74107.0	4	3	86307.0	12200.0
8419	2012	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	6	10	0	298868.0	19	10	298868.0	0.0
8420	2012	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	0.0	1	1	0.0	0.0
8421	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO APLICA	2	6	0	149380.0	8	5	154100.0	4720.0
8423	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	3	5	0	86173.0	9	5	70963.0	25100.0
8424	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	0.0	1	1	0.0	0.0
8425	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	8 - DESPLAZADO NO ASEGURADO O VINCULADO	NO REPORTADO	1	3	0	199330.0	6	3	199330.0	0.0
8426	2013	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	6	0	450400.0	17	7	489500.0	39100.0
8427	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	3	12	0	314651.0	22	12	314651.0	0.0
8428	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	1	1	0	36900.0	1	1	36900.0	0.0
8429	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	13	113	8101271	10958670.0	1104	261	11363150.0	1561500.0
8430	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NO APLICA	2	3	0	90060.0	9	3	63795.0	20700.0
8431	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	9	46	1191649	2636773.0	255	67	2696303.0	322800.0
8432	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	1	1	0	8755.0	1	1	8755.0	0.0
8433	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	8	22	549156	1671752.0	161	63	1139327.0	428800.0
8434	2013	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	1	1	0	30000.0	1	1	30000.0	0.0
8437	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	1	1	0	8755.0	1	1	8755.0	2300.0
8438	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	2	5	0	624720.0	16	13	701480.0	0.0
8441	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	2	40	0	7410500.0	435	120	7389000.0	0.0
8442	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	50600.0	5	1	50600.0	0.0
8444	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	3	15	0	532088.0	26	16	532088.0	0.0
8445	2013	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	2	0	49800.0	2	1	49800.0	0.0
8446	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	5 - OTRO	NO APLICA	1	1	0	53060.0	2	1	53060.0	0.0
8448	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	4	21	0	1573640.0	100	61	1864740.0	291100.0
8449	2013	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	3	0	335050.0	12	1	335050.0	0.0
8450	2013	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	2	4	540922	98606.0	11	3	98606.0	0.0
8451	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	6	55	286509	6913694.0	459	277	8910714.0	1727100.0
8452	2013	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	1	1	0	23600.0	1	1	23600.0	0.0
8453	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	3	38	237100	4480437.0	208	95	4519850.0	95693.0
8454	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NO APLICA	1	1	0	96900.0	3	1	96900.0	0.0
8457	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	2	16	0	1802700.0	70	35	1802700.0	0.0
8458	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NIVEL 1	2	5	0	169180.0	7	4	169180.0	0.0
8459	2013	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	2	5	0	132400.0	7	5	132400.0	0.0
8460	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	3 - VINCULADO	NO APLICA	1	1	0	54400.0	2	1	54400.0	0.0
8461	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	5 - OTRO	NO APLICA	1	2	0	57800.0	2	1	57800.0	0.0
8462	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	4	9	0	3192220.0	72	57	3452100.0	29600.0
8463	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	6	15	43671	268272.0	43	15	314417.0	57200.0
8466	2013	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	3 - VINCULADO	NO APLICA	1	1	0	23800.0	1	1	23800.0	0.0
8467	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	4 - PARTICULAR	NO APLICA	1	1	0	0.0	11	1	0.0	0.0
8468	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	7	25	543349	708987.0	94	30	671892.0	89700.0
8471	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	3	21	0	1427008.0	60	33	1433230.0	6222.0
8472	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	5 - OTRO	NIVEL 1	1	2	0	60040.0	31	1	25020.0	13800.0
8473	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	3	11	0	404112.0	17	10	404112.0	0.0
8475	2013	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	115600.0	4	1	115600.0	0.0
8476	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	1	0	22450.0	1	1	43050.0	20600.0
8477	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	2	3	0	181700.0	6	2	181700.0	0.0
8479	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	2	4	0	218800.0	10	5	218800.0	0.0
8481	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO APLICA	3	19	0	817788.0	41	23	835128.0	22426.0
8482	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	2	6	0	286629.0	13	6	286629.0	0.0
8483	2013	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 1	1	2	0	54700.0	2	2	57600.0	2900.0
8485	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	3	3	0	105486.0	4	3	111986.0	6500.0
8487	2013	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	3	3	0	94380.0	5	3	101280.0	6900.0
8488	2013	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	4	0	73300.0	6	5	91600.0	18300.0
8489	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	8	17	0	363353.0	28	18	337533.0	41200.0
8491	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	4	50	0	25770644.0	957	445	25896911.0	282747.0
8493	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	7	11	0	188546.0	16	12	160426.0	23000.0
8494	2013	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	1	6	2356564	312393.0	19	5	344393.0	32000.0
8495	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	8 - DESPLAZADO NO ASEGURADO O VINCULADO	NIVEL 1	1	1	0	42860.0	2	1	42860.0	0.0
8496	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	2	2	0	27920.0	2	2	27920.0	0.0
8498	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	10	55	1506674	2745448.0	302	87	2720768.0	583900.0
8500	2013	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	1	1	0	22700.0	2	1	22700.0	0.0
8502	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	42228.0	3	1	49128.0	6900.0
8503	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NIVEL 1	1	2	0	46285.0	4	2	46285.0	9200.0
8504	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	6	12	266259	282822.0	32	9	272112.0	88800.0
8505	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	2	2	0	0.0	4	2	0.0	0.0
8506	2013	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	47600.0	2	1	68000.0	20400.0
8507	2013	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	8 - DESPLAZADO NO ASEGURADO O VINCULADO	NO REPORTADO	1	3	0	115200.0	4	2	115200.0	0.0
8513	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	11	63	4770303	5968171.0	469	132	5814181.0	466300.0
8515	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	11	50	3780734	5078199.0	244	61	5209954.0	626100.0
8517	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	1	2	0	34477.0	3	1	52677.0	18200.0
8518	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	1	1	0	21265.0	2	1	21265.0	0.0
8519	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NO APLICA	2	5	0	132990.0	9	3	129280.0	18400.0
8520	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	2	4	0	883515.0	7	4	888115.0	6900.0
8521	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	5 - OTRO	NO APLICA	1	1	0	10383.0	1	1	12683.0	2300.0
8522	2013	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	6	11	502322	593349.0	45	23	444959.0	165700.0
8524	2013	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	1	5	0	809932.0	27	4	809932.0	0.0
8525	2013	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	26065.0	1	1	35065.0	9000.0
8526	2013	11 - Bogotá, D.C.	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	2	11	4523814	1328210.0	84	24	1341610.0	13400.0
8528	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	2	2	0	73800.0	3	3	73800.0	0.0
8529	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	MASCULINO	De 60 y más	3 - VINCULADO	NO REPORTADO	1	1	0	0.0	2	1	0.0	0.0
8530	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	4 - PARTICULAR	NIVEL 1	1	2	0	66500.0	4	1	66500.0	0.0
8531	2013	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	4 - PARTICULAR	NO APLICA	1	1	0	36900.0	1	1	36900.0	0.0
8532	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	2	3	0	23600.0	4	3	23600.0	0.0
8533	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	2 - SUBSIDIADO	NIVEL 1	3	34	0	2286748.0	136	63	2300028.0	18720.0
8534	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NIVEL 2	1	3	0	175406.0	7	3	175406.0	0.0
8535	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	3 - VINCULADO	NIVEL 1	1	1	0	32300.0	1	1	32300.0	0.0
8536	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	3	14	0	1249956.0	49	22	1249956.0	5440.0
8537	2013	11 - Bogotá, D.C.	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	8 - DESPLAZADO NO ASEGURADO O VINCULADO	NO REPORTADO	1	4	0	74600.0	4	2	74600.0	0.0
8538	2013	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	7	16	358328	372499.0	69	16	374669.0	88900.0
8539	2013	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	3	6	77497	73678.0	15	6	64923.0	2300.0
8553	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	1	2	0	80060.0	7	2	80060.0	0.0
8554	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	3	3	1206	21265.0	3	3	8755.0	2300.0
8555	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NO REPORTADO	8	25	458599	529606.0	67	24	458251.0	155400.0
8556	2013	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	4	3	0	89540.0	8	4	80785.0	16100.0
8558	2013	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	1	0	30000.0	1	1	30000.0	0.0
8559	2013	11 - Bogotá, D.C.	Rural	SALUD: PREPAGADA	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	1	1	0	0.0	1	1	0.0	0.0
8560	2013	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	MASCULINO	De 60 y más	5 - OTRO	NIVEL 1	1	1	0	47200.0	2	1	47200.0	0.0
8561	2013	11 - Bogotá, D.C.	Rural	SALUD: SUBSIDIADO	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	1	2	0	52500.0	2	2	52500.0	0.0
8562	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	5 - OTRO	NIVEL 1	1	1	0	12510.0	1	1	12510.0	2400.0
8564	2014	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	1	7	259619	555920.0	33	6	602602.0	46682.0
8566	2014	11 - Bogotá, D.C.	Cabecera	SALUD: PREPAGADA	FEMENINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	59	0	21146100.0	1506	210	21090100.0	0.0
8567	2014	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	2	3	0	76571.0	3	2	83771.0	7200.0
8569	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	2 - SUBSIDIADO	NO REPORTADO	1	1	0	0.0	1	1	0.0	2400.0
8571	2014	11 - Bogotá, D.C.	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NO APLICA	1	1	0	21836.0	1	1	21836.0	0.0
8572	2014	11 - Bogotá, D.C.	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	21400.0	1	1	21400.0	2400.0
8574	2014	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	5 - OTRO	NO REPORTADO	1	3	0	73182.0	3	2	82582.0	9400.0
8575	2014	11 - Bogotá, D.C.	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 60 y más	1 - CONTRIBUTIVO	NIVEL 2	9	49	755685	2265717.0	204	56	2305885.0	279500.0
8576	2014	11 - Bogotá, D.C.	Rural	SALUD: PREPAGADA	FEMENINO	De 60 y más	5 - OTRO	NO REPORTADO	1	1	0	0.0	1	1	0.0	0.0
8577	2014	11 - Bogotá, D.C.	Cabecera	NA : NO APLICA	FEMENINO	De 60 y más	3 - VINCULADO	NO REPORTADO	2	6	0	659820.0	19	12	704800.0	44980.0
8579	2014	11 - Bogotá, D.C.	Rural	SALUD: EXCEPCION / ESPECIAL	MASCULINO	De 60 y más	4 - PARTICULAR	NO REPORTADO	1	1	0	0.0	1	1	0.0	0.0
